views/60d  langs   ngram  letters  status   title
---------  -----  ------  -------  -------  ----------------------------------------
   34,175     51                7  kept     Reggaeton
   34,133     25               10  kept     Inside (video game)
   34,131     41               13  kept     Big Brother (franchise)
   34,108     85                8  REMOVED  Abu Simbel
   34,084     39                8  kept     Patrick Star
   34,079     38               11  REMOVED  Ghent Altarpiece
   34,066     62                5  kept     Tempo
   34,063     54                4  REMOVED  Ai Weiwei
   34,020     62                6  kept     Ode to Joy
   34,002     77               11  kept     Musical theatre
   33,993     84                8  kept     Pragmatism
   33,987     48                8  REMOVED  Layla and Majnun
   33,967    217                7  kept     Literature
   33,944     22                9  kept     Cruella de Vil
   33,923     89                8  kept     Niccolò Paganini
   33,917     35                8  kept     Solitaire
   33,905     41               13  kept     Picaresque novel
   33,884     87                4  REMOVED  I. M. Pei
   33,860     52                9  kept     Despacito
   33,851     40                6  kept     Boy band
   33,851    105                8  kept     Skyscraper
   33,814     11               10  REMOVED  George Costanza
   33,803     21                9  REMOVED  O Captain! My Captain!
   33,787     42               10  REMOVED  Wings of Desire
   33,779    116                8  kept     Visual arts
   33,773     36               10  kept     The Mousetrap
   33,746     53                9  kept     Independent film
   33,738     42               12  kept     Big Brother (Nineteen Eighty-Four)
   33,735    130                9  kept     Giacomo Puccini
   33,701     42               11  REMOVED  Persona (1966 film)
   33,678     14                9  kept     The Road Not Taken
   33,664     45               11  kept     Demons (Dostoevsky novel)
   33,605     51               10  kept     Space Invaders
   33,600     34               15  kept     The Island of Doctor Moreau
   33,582     31               10  REMOVED  Django (1966 film)
   33,534     41                8  kept     Vermilion
   33,529     79                7  kept     Potala Palace
   33,504     70                5  kept     Cupid
   33,492     69               11  kept     Resurrection of Jesus
   33,458     62               12  kept     Biographical film
   33,444     77               10  REMOVED  Gian Lorenzo Bernini
   33,441     17               10  REMOVED  Slay the Spire
   33,439     88                6  kept     Utopia
   33,436     58                7  kept     Gouache
   33,395     72               10  REMOVED  John Updike
   33,391     73                7  REMOVED  Frank Capra
   33,389     91                5  kept     Nirvana
   33,380     30               11  REMOVED  Every Breath You Take
   33,380     80                8  REMOVED  Jan van Eyck
   33,348     67                5  kept     Gorgons
   33,344    155                9  kept     Giuseppe Verdi
   33,321     99                7  kept     Accordion
   33,311     47                9  kept     Rockefeller Center
   33,272    122                4  kept     Blog
   33,263     67                8  REMOVED  John Cage
   33,233     47               11  kept     The Call of the Wild
   33,223     56                7  REMOVED  Don Giovanni
   33,221     61                9  kept     Cave painting
   33,167     59                5  REMOVED  Tosca
   33,143     92               11  kept     Mikhail Bulgakov
   33,126     47                5  kept     Aquaman
   33,082     44                6  kept     Zeitgeist
   33,031     67               11  kept     Museum of Modern Art
   33,018     15                9  kept     Watch Dogs
   33,016     63               10  kept     Prague Castle
   33,015     46                5  kept     Far Cry 3
   33,001    143                9  kept     Globalization
   32,993     50               12  kept     A Study in Scarlet
   32,988     26                8  REMOVED  As I Lay Dying
   32,986    123                6  REMOVED  Al-Ghazali
   32,968     35                9  kept     Dancing Queen
   32,967     53               11  kept     Roy Lichtenstein
   32,886     56               10  kept     Sainte-Chapelle
   32,880     91                7  kept     Carnival
   32,863     45                9  kept     Globe Theatre
   32,830     19                7  kept     Madden NFL
   32,826     86                6  kept     Bonsai
   32,817     20               11  kept     Chucky (Child's Play)
   32,814     47                9  kept     Visual novel
   32,812     29               11  REMOVED  Lemmings (video game)
   32,800     73                7  kept     Cocktail
   32,796     48                9  kept     Susanoo-no-Mikoto
   32,759     23                4  kept     Henna
   32,752     57                7  kept     Teddy bear
   32,749     44               11  kept     The Rite of Spring
   32,738     39                8  kept     Spanish Steps
   32,724     81               14  kept     Valley of the Kings
   32,717     51               12  kept     The Gulag Archipelago
   32,693     51                7  kept     Gargoyle
   32,667     23                9  kept     Scarlett O'Hara
   32,666     38                9  kept     Reboot (fiction)
   32,663     29                9  kept     Stayin' Alive
   32,634     39                5  REMOVED  Dogme 95
   32,578     47                4  kept     Sith
   32,547     63                4  REMOVED  Hergé
   32,514     81                5  kept     Tango
   32,510     26               15  kept     Just Dance (video game series)
   32,479     46                6  kept     Goblin
   32,471     64                8  kept     Iconoclasm
   32,468     56               12  kept     Thor (Marvel Comics)
   32,419     67                7  kept     Fauvism
   32,392     31               15  kept     Sympathy for the Devil
   32,363     53                8  REMOVED  Peter Singer
   32,345     90                9  kept     Virtual reality
   32,324     32                5  kept     Hanfu
   32,297     66                9  kept     Italian cuisine
   32,289     48                5  REMOVED  R. K. Narayan
   32,252    122                6  kept     Free will
   32,248     17                4  kept     XCOM
   32,233    105                9  REMOVED  Mario Vargas Llosa
   32,200     62               10  kept     St Mark's Basilica
   32,199     92                6  kept     Novella
   32,196     30                8  kept     Megatron
   32,161     24               11  kept     Campbell's Soup Cans
   32,159    148                5  kept     Violin
   32,153     69                5  kept     Banjo
   32,147     65               10  kept     First-person shooter
   32,091     22                9  REMOVED  The King and I
   32,058     16               11  REMOVED  Hairspray (musical)
   32,056    120                9  kept     Musée d'Orsay
   31,975     59               13  REMOVED  St. Stephen's Cathedral, Vienna
   31,941     87               10  REMOVED  Jürgen Habermas
   31,918     56               10  kept     Cyrano de Bergerac
   31,836     27               10  kept     Jaime Lannister
   31,827     27                8  kept     Eudaimonia
   31,782    107                6  REMOVED  El Greco
   31,770     77                9  REMOVED  Theodor W. Adorno
   31,768     41                8  kept     Slapstick
   31,755     33                9  kept     Supermodel
   31,748     26                8  kept     Stradivarius
   31,687     27                8  kept     My Fair Lady
   31,671     45                6  kept     Saruman
   31,522     62                6  kept     Techno
   31,516     66               13  kept     Battleship Potemkin
   31,513     91                8  REMOVED  Chinua Achebe
   31,490     99                7  kept     Typewriter
   31,463     42               10  kept     British Invasion
   31,445     31                7  kept     Color wheel
   31,428     51               12  kept     Journey to the Centre of the Earth
   31,419     59                8  REMOVED  Bharatanatyam
   31,388     87               12  REMOVED  Jacques-Louis David
   31,384     34                7  kept     Charizard
   31,376     69                7  kept     Empathy
   31,361    155                5  kept     Actor
   31,335     26                7  kept     Amor fati
   31,329     56               13  kept     Antigone (Sophocles play)
   31,317     37               10  kept     Rocket League
   31,262     38               11  kept     Mockumentary
   31,254    119                6  REMOVED  Shahnameh
   31,249     49               11  REMOVED  Chinese martial arts
   31,244     67                5  kept     Monism
   31,243     55                8  kept     Puss in Boots
   31,199     74                6  REMOVED  John Donne
   31,195     38                8  kept     Twerking
   31,189     34                6  kept     Balrog
   31,177    112                9  kept     Lighthouse
   31,168     35                6  kept     Papers, Please
   31,136     33                4  kept     Borg
   31,105     58               11  kept     Solomon R. Guggenheim Museum
   31,099     36               10  kept     Doctor Eggman
   31,097     35                9  kept     Captain Nemo
   31,088    131                7  kept     Fashion
   31,061     58                3  kept     Aida
   31,047     32                5  kept     Dalek
   31,024     89               12  REMOVED  Michel de Montaigne
   31,005     83                9  REMOVED  Edmund Husserl
   31,003     61                7  kept     Divination
   30,988     34               11  kept     Live streaming
   30,987     61               10  kept     Phonograph record
   30,970     72                7  kept     Obelisk
   30,966     47               10  kept     Steppenwolf (novel)
   30,951     23               13  REMOVED  Blood on the Tracks
   30,946     57               10  kept     Frodo Baggins
   30,920     14                6  REMOVED  Dead Cells
   30,920     55                9  REMOVED  Yasujirō Ozu
   30,889     70                6  REMOVED  Parkour
   30,888     93                8  kept     Graphite
   30,864     72               13  kept     Public relations
   30,855     81                4  kept     Sari
   30,785     37                9  kept     Richard III (play)
   30,778     35               10  kept     Perfume (novel)
   30,773     35                9  kept     Summer of Love
   30,763     25                7  REMOVED  Good Omens
   30,726    107               11  kept     Boris Pasternak
   30,723     54                3  kept     Orc
   30,706     84                7  kept     Euphemism
   30,695     19               11  kept     Sarah Connor (Terminator)
   30,682     63               12  kept     Augmented reality
   30,672     67                9  REMOVED  Camille Saint-Saëns
   30,666     56               16  kept     Counter-Strike: Global Offensive
   30,615     44                4  kept     Torii
   30,587     40                9  kept     Woody Woodpecker
   30,547     17               13  kept     Sephiroth (Final Fantasy)
   30,546     71               13  kept     Philosophy of language
   30,537     39                5  kept     Yoshi
   30,514     19                6  REMOVED  Chun-Li
   30,502     84               11  kept     Mercury (mythology)
   30,480      2               10  kept     Dora the Explorer
   30,478     29                8  REMOVED  The Chronic
   30,476    118               11  kept     Thales of Miletus
   30,457     89                9  REMOVED  Jean Sibelius
   30,453     28               11  REMOVED  Cloud Atlas (novel)
   30,451      6                7  kept     Grim Reaper
   30,439     42                9  REMOVED  Andrew Wyeth
   30,409     90                6  kept     Papyrus
   30,406     30               11  REMOVED  American Gods
   30,381     48                8  kept     Horror fiction
   30,331     52                9  kept     The Three Little Pigs
   30,326     62               10  kept     Bicycle Thieves
   30,264     30                4  kept     Groot
   30,261     36                4  kept     Tweety
   30,253     80                7  kept     Acronym
   30,242     16               12  REMOVED  Divinity: Original Sin II
   30,236     42                5  kept     Dirndl
   30,215    106               10  REMOVED  Alice Munro
   30,198     31                8  kept     Pastiche
   30,169     75               10  REMOVED  Equestrianism
   30,163     51               12  kept     Graphic novel
   30,159     72                5  kept     Pop art
   30,152     37               10  REMOVED  (I Can't Get No) Satisfaction
   30,147     34               10  kept     Pachelbel's Canon
   30,130     47               10  kept     Yesterday (song)
   30,126     45                5  kept     Izanagi
   30,120     30                9  REMOVED  Camera lucida
   30,104     31                7  kept     Lois Lane
   30,081     40                4  kept     Rave
   30,074     55                9  kept     French New Wave
   30,015     34                9  kept     Theory of forms
   29,983     29               12  kept     Fountain (Duchamp)
   29,976    133               12  REMOVED  Sport of athletics
   29,963     19                8  REMOVED  Gary Larson
   29,947     35               10  kept     Philip Marlowe
   29,926     61                9  kept     Primary color
   29,916     68                9  kept     Japanese cuisine
   29,878    122               10  kept     Advertising
   29,872     89                5  kept     Hanukkah
   29,856     68                4  kept     Lute
   29,849     16               15  REMOVED  The Charge of the Light Brigade (poem)
   29,813     51                7  kept     Daffy Duck
   29,802     99                6  kept     Symbol
   29,792     54                9  kept     French cuisine
   29,765     31               13  kept     Coming-of-age story
   29,743     77                7  kept     Record producer
   29,742     98                4  kept     Cello
   29,739     29               11  REMOVED  Percy Jackson
   29,726     48                9  kept     Sirius Black
   29,710     35               11  kept     Les Demoiselles d'Avignon
   29,705     48               12  kept     Arts and Crafts movement
   29,687     61               12  REMOVED  Gothic Revival architecture
   29,685     73                9  kept     Synthesizer
   29,665     57                8  kept     Film genre
   29,659     20                9  kept     Vocal range
   29,621     78                8  kept     Hogwarts
   29,617     51               10  kept     Scrooge McDuck
   29,604     83                9  kept     Electric guitar
   29,602     35               12  REMOVED  Jim Davis (cartoonist)
   29,592     24                8  REMOVED  Off-Broadway
   29,553     91                7  kept     Empiricism
   29,524     46                9  kept     Feature film
   29,518    115                8  kept     Materialism
   29,515     84                5  REMOVED  Kalevala
   29,502     65               10  kept     Television show
   29,478     14               10  kept     Sketch comedy
   29,467     47                9  kept     Masterpiece
   29,463    116                9  kept     Calligraphy
   29,463     66                7  kept     Horoscope
   29,462     71                7  REMOVED  Harold Lloyd
   29,458     26                4  kept     NBA 2K
   29,456     34               14  REMOVED  Portrait of Adele Bloch-Bauer I
   29,447     33                8  kept     Color theory
   29,435     65                5  kept     Hobbit
   29,433     80                8  kept     Silent film
   29,427    115                7  REMOVED  Omar Khayyam
   29,413    109                9  REMOVED  Montesquieu
   29,352     37               10  kept     Harlem Renaissance
   29,351     96                7  kept     Rhetoric
   29,344     47                8  kept     Drum and bass
   29,334     38                5  kept     Jenga
   29,331     65               13  kept     Romanesque architecture
   29,329     51                9  kept     Mexican cuisine
   29,327     38                9  REMOVED  To the Lighthouse
   29,314     44                6  REMOVED  Tokyo Story
   29,297     27               12  REMOVED  Doctor Faustus (play)
   29,294     26               12  REMOVED  Uffington White Horse
   29,276    101                8  kept     Golden Globes
   29,260     48                9  kept     Italian Renaissance
   29,235     76                7  kept     Superhero
   29,216     71                8  kept     Determinism
   29,193     42                9  kept     Mindfulness
   29,187      6               15  REMOVED  Political geography of Nineteen Eighty-Four
   29,171     71                4  kept     Uffizi
   29,169     42                5  kept     I, Robot
   29,169     12               11  kept     Ursula (The Little Mermaid)
   29,166     61               15  kept     Counter-Strike (video game)
   29,162     82                8  kept     Bass guitar
   29,147     62                8  kept     Baritone
   29,136     45               10  kept     Candy Crush Saga
   29,132     29                8  kept     I Will Survive
   29,125     21               10  kept     Slavic paganism
   29,117     22               13  kept     In the Hall of the Mountain King
   29,108     41               11  kept     Concept album
   29,033     71                6  kept     Soprano
   29,029     51               10  REMOVED  Count Basie
   29,019     35               12  kept     Civilization (series)
   29,019     86                9  kept     Popular culture
   28,960     69                6  kept     Cartoon
   28,957    171                6  kept     Molière
   28,945    109                8  kept     Fairy tale
   28,939     74                8  REMOVED  Boethius
   28,936     63                7  kept     Chinese cuisine
   28,936     33               10  kept     Time signature
   28,935    107                8  kept     Sign language
   28,931     79                6  kept     Paradox
   28,920     56                7  kept     Nude (art)
   28,915     44                6  kept     ASCII art
   28,890     21               14  REMOVED  Rosencrantz and Guildenstern Are Dead
   28,867     12               16  REMOVED  Isabella Stewart Gardner Museum theft
   28,845    105                6  kept     Braille
   28,825     50               10  kept     Spin-off (media)
   28,818     71                8  REMOVED  Georges Seurat
   28,816     40                9  kept     Syncopation
   28,813     31               12  kept     Where the Wild Things Are
   28,800     68                8  kept     Arabic script
   28,740     38               10  REMOVED  Fushimi Inari-taisha
   28,732     82                5  kept     Jeans
   28,708     39               15  REMOVED  Charles de Batz de Castelmore d'Artagnan
   28,657     44                9  REMOVED  Laocoön and His Sons
   28,631     53                8  kept     Musical film
   28,610     22               14  REMOVED  The Lion King (musical)
   28,557     18               12  REMOVED  Hello, Dolly! (musical)
   28,554     95                8  REMOVED  Seamus Heaney
   28,547     34                8  kept     Nursery rhyme
   28,542     57                8  kept     Ferris wheel
   28,534     34               10  kept     Misery (novel)
   28,531     27                6  kept     Mothra
   28,518     23               12  REMOVED  Grandmaster Flash
   28,511     19                8  kept     Little John
   28,480     41                9  kept     American cuisine
   28,468     28                5  kept     Mewtwo
   28,457     70                5  kept     Bassoon
   28,414     40                7  kept     Maypole
   28,398     41               13  kept     Action role-playing game
   28,391     30               11  kept     Beaux-Arts architecture
   28,362     30                7  kept     Eternal return
   28,360     39               11  kept     Charlie Brown
   28,339     22                6  kept     Jean Valjean
   28,329     81               10  kept     Palindrome
   28,316     48               11  REMOVED  Codex Sinaiticus
   28,298     54               10  REMOVED  Zhang Yimou
   28,262     22               14  REMOVED  The Devil Wears Prada (novel)
   28,257     93                5  kept     Sonnet
   28,256     28                7  kept     Elmer Fudd
   28,248     30                7  kept     Akira (manga)
   28,233     39                8  kept     Eric Cartman
   28,228    106               11  kept     Gustave Flaubert
   28,224     42                5  kept     Denim
   28,204     52               13  kept     We Are the Champions
   28,199     59                8  kept     Bilbo Baggins
   28,195     67               14  REMOVED  Hans Holbein the Younger
   28,154     66                8  kept     Belly dance
   28,114     27               10  kept     Katniss Everdeen
   28,098     39               10  kept     Video game genre
   28,091     88               11  kept     Neptune (mythology)
   28,081     32                8  kept     Light Yagami
   28,069     43                8  kept     Trompe-l'œil
   28,054     30               13  kept     The Boy Who Cried Wolf
   28,003     81                7  kept     Positivism
   28,001     21                9  kept     Invisible Man
   27,937     82                3  kept     Oboe
   27,931     80                6  kept     Basilica
   27,927     63                6  kept     The arts
   27,925     42                9  kept     Outsider art
   27,922     79                9  REMOVED  Fernando Pessoa
   27,904     80                8  kept     Last Supper
   27,900     41               11  kept     The Invisible Man
   27,891     43                9  kept     Apex Legends
   27,887     86                6  REMOVED  Béla Bartók
   27,881     58               10  kept     Gregorian chant
   27,862     20                6  kept     StarCraft
   27,852    115               12  kept     Constructed language
   27,843     24                8  REMOVED  Cyanotype
   27,838     48                7  kept     Indigo dye
   27,755     57                7  kept     Ragtime
   27,750     14                3  REMOVED  Púca
   27,749     38                6  kept     Fedora
   27,747     52               12  REMOVED  The Sorrows of Young Werther
   27,723     80                6  kept     Fresco
   27,716     52                6  kept     Han Solo
   27,706     42               12  kept     Stream of consciousness
   27,661     40               11  kept     Industrial music
   27,636     23               12  kept     Master Chief (Halo)
   27,621     25               13  kept     Tasmanian Devil (Looney Tunes)
   27,611     51                6  kept     Hanbok
   27,602     22                6  REMOVED  Absalom, Absalom!
   27,602     86                9  kept     Expressionism
   27,580     43               11  kept     The Third of May 1808
   27,554     46               13  REMOVED  Love in the Time of Cholera
   27,552     99                7  kept     Drawing
   27,538     41               11  kept     Like a Rolling Stone
   27,520     55                7  kept     Western (genre)
   27,518     30                6  kept     Duke Nukem 3D
   27,515    112                6  REMOVED  Averroes
   27,514     59                9  REMOVED  Benny Goodman
   27,514     14               11  kept     Wicked Witch of the West
   27,503     36                8  kept     Risk (game)
   27,446     43                8  REMOVED  Bernard Herrmann
   27,438     39               13  kept     Minesweeper (video game)
   27,430     26                7  REMOVED  Kubla Khan
   27,404     78               13  kept     Harry Potter and the Order of the Phoenix
   27,402     24               10  kept     Morris dance
   27,383     68                9  REMOVED  John Rawls
   27,379     44                9  REMOVED  Dubliners
   27,369     29               12  kept     Peter and the Wolf
   27,356     85               15  kept     Harry Potter and the Chamber of Secrets
   27,349     52               11  kept     Punk subculture
   27,326     25                9  REMOVED  In Flanders Fields
   27,322     32                6  kept     Comic book
   27,320    116                9  REMOVED  Friedrich Schiller
   27,312    133                7  kept     Pyramid
   27,310      9                8  kept     Captain Ahab
   27,310     42                8  REMOVED  Huītzilōpōchtli
   27,301     49                7  kept     Dubstep
   27,293     63                6  kept     Corset
   27,281     57               10  kept     Gospel music
   27,279     29               10  kept     Whistler's Mother
   27,232     96                6  kept     Palmyra
   27,228     66                7  kept     Scrabble
   27,206     45               11  REMOVED  Maurice Sendak
   27,206     36                8  kept     Uncle Vanya
   27,199     87                5  kept     Circus
   27,192     52                8  kept     Celebrity
   27,177     36               13  kept     Another Brick in the Wall
   27,160     47                6  kept     Left 4 Dead
   27,152     86                6  kept     Graffiti
   27,143    106                4  kept     Drama
   27,128     48               10  REMOVED  Willem de Kooning
   27,123     76                9  kept     Neoclassicism
   27,123     33               13  REMOVED  The Ambassadors (Holbein)
   27,098     64                7  kept     Emoticon
   27,097     30                9  kept     Rotoscoping
   27,089     32                6  REMOVED  Eric Carle
   27,076     33               14  kept     Motion picture content rating system
   27,075    104               11  REMOVED  Guy de Maupassant
   27,060     35                7  kept     Factorio
   27,036     27               12  REMOVED  Orlando: A Biography
   27,036     47                7  kept     Tabula rasa
   27,030     80               12  kept     Vulcan (mythology)
   27,012     31                9  kept     Kryptonite
   27,007     48               11  REMOVED  Ubuntu philosophy
   27,001     39                9  kept     Fountain of Youth
   26,997     67               11  kept     Baroque music
   26,990     50                7  kept     Newspeak
   26,976     42                4  REMOVED  Boléro
   26,975     31                7  kept     Sans-serif
   26,945     69                8  REMOVED  Italo Calvino
   26,940     29                5  kept     Sandman
   26,938     38               13  kept     Squidward Tentacles
   26,933     54                9  kept     Meaning of life
   26,932     24                4  kept     Eeyore
   26,927     12               17  REMOVED  Something Wicked This Way Comes (novel)
   26,910     60                6  kept     Eugene Onegin
   26,910     77               15  REMOVED  Ludwig Mies van der Rohe
   26,897     31                5  kept     Saudade
   26,854     66               12  REMOVED  Guggenheim Museum Bilbao
   26,833     56               12  REMOVED  American Film Institute
   26,811     41                7  REMOVED  Peer Gynt
   26,807     34                8  kept     Ned Stark
   26,806     15                6  kept     Mr. Darcy
   26,804     46                6  REMOVED  Newgrange
   26,784     36                7  kept     Girl group
   26,777    100               10  kept     Aristophanes
   26,764     65                3  kept     Noh
   26,759    108                5  kept     Ballet
   26,745    145                4  kept     Truth
   26,731     40               11  REMOVED  Bellatrix Lestrange
   26,719     76                9  kept     Ron Weasley
   26,688     37                5  kept     Nyan Cat
   26,683     81                7  REMOVED  Mary Cassatt
   26,668     46               10  kept     We Will Rock You
   26,665     20                5  kept     Pikmin
   26,632     49                8  REMOVED  Alexander Calder
   26,627     59                6  kept     Game engine
   26,612     17                9  REMOVED  Perfect Dark
   26,573     30                6  kept     Mowgli
   26,533    118                6  kept     Pottery
   26,531     42                4  REMOVED  Ikiru
   26,517     39               10  REMOVED  Café Terrace at Night
   26,489     43                9  kept     A Separation
   26,477     80               15  kept     Harry Potter and the Half-Blood Prince
   26,456     46                7  REMOVED  Eero Saarinen
   26,437      2                6  kept     Voltron
   26,417     51               10  kept     Luigi (character)
   26,400     60                4  kept     Kilt
   26,399     46                8  kept     Mediterranean diet
   26,398     28               14  kept     Video game industry
   26,387    128                6  kept     Mass media
   26,385     61                9  kept     The Blue Marble
   26,354     26                7  kept     Groupie
   26,308     35               10  REMOVED  Situationist International
   26,306    117                5  kept     Textile
   26,305     14               10  kept     Rick Sanchez
   26,280     22               10  kept     Post-credits scene
   26,256     22                7  kept     Arcade game
   26,240     21               12  kept     John Wick (character)
   26,217    133                5  kept     Flute
   26,208     35                8  REMOVED  Le Samouraï
   26,207     50                7  kept     Antagonist
   26,198     38                6  kept     Miniseries
   26,187     42               16  kept     Hipster (contemporary subculture)
   26,168    104                9  kept     Microphone
   26,142     21               13  REMOVED  James and the Giant Peach
   26,124     67                8  kept     Nostalgia
   26,104     36               10  REMOVED  The Dreaming
   26,095     38               15  kept     Uncharted 2: Among Thieves
   26,089     56                9  REMOVED  Angels & Demons
   26,087     24               14  kept     V-J Day in Times Square
   26,064     90                9  kept     Rationalism
   26,059     79                8  kept     Board game
   26,051     42                7  kept     Falsetto
   26,040     73               11  REMOVED  Gustave Courbet
   26,033     49               12  kept     Neoclassical architecture
   26,016     43                9  kept     Easter egg (media)
   25,961    100               10  kept     Astrid Lindgren
   25,916     57               10  kept     Amusement park
   25,834     55               11  kept     Music theory
   25,815     83               11  kept     Film producer
   25,791     37                6  kept     The Tell-Tale Heart
   25,785     51                7  kept     Salsa (dance)
   25,782     59                4  kept     Jedi
   25,773     70               11  kept     Musical note
   25,773     39                6  kept     Sid Meier
   25,760     64                8  kept     Indian cuisine
   25,747    103                7  kept     Donatello
   25,735     43                6  REMOVED  Bob Kane
   25,730     27                9  kept     Traditional animation
   25,712     37                6  kept     SimCity
   25,695     28               10  REMOVED  Losing My Religion
   25,676     22               10  kept     Wizarding World
   25,659     99               10  kept     Film director
   25,643     83                4  kept     Joke
   25,623     68                8  kept     Thriller (genre)
   25,615     39               13  kept     Casting (performing arts)
   25,615     31               14  REMOVED  Pictures at an Exhibition
   25,595     38                9  kept     Four-leaf clover
   25,582     70                4  kept     Frigg
   25,580     30                9  kept     Fly Me to the Moon
   25,572     20               10  kept     Adagio for Strings
   25,567     56               12  kept     Modern architecture
   25,558     73               12  REMOVED  Arnold Schoenberg
   25,554    166                6  kept     Mosque
   25,537     43               10  kept     Kirby (character)
   25,535     61                6  kept     Teleology
   25,529     94                6  kept     Fast food
   25,501     26                9  kept     Jasmine (Aladdin)
   25,500     52                8  REMOVED  Robert Capa
   25,493     27               12  REMOVED  Summertime (George Gershwin song)
   25,477     72                5  kept     Anagram
   25,463      9                8  REMOVED  The Hollow Men
   25,456     36               11  kept     Jean-Luc Picard
   25,451     17               13  kept     Jukebox musical
   25,448     97                9  kept     Monastery
   25,448     74                6  kept     Turban
   25,446    112                5  kept     Legend
   25,441     36                4  kept     Ogre
   25,423     50                8  kept     Imagine (song)
   25,419     53               13  kept     Hel (mythological being)
   25,410     46                5  kept     Gnome
   25,393     34                9  REMOVED  A Room of One's Own
   25,381    100                6  kept     Perfume
   25,377     52                4  kept     Bebop
   25,348     45                7  kept     Garage rock
   25,339     48               10  REMOVED  Bhagavata Purana
   25,333     43               10  REMOVED  Symposium (Plato)
   25,329     53               10  kept     Age of Empires II
   25,319     81               15  kept     Harry Potter and the Goblet of Fire
   25,257     67                7  kept     Mannerism
   25,253     52               10  kept     Ambient music
   25,124     16                9  kept     Atticus Finch
   25,122     82               10  REMOVED  Johann Strauss II
   25,112     24               12  REMOVED  Ave Maria (Schubert)
   25,081     23               10  kept     Dorothy Gale
   25,057     61               11  kept     Body piercing
   25,056    145                9  kept     National anthem
   25,029     87               10  kept     Playwright
   24,957     95               12  REMOVED  Eugène Delacroix
   24,937     32                9  REMOVED  Nobuo Uematsu
   24,931     89                8  kept     Metaphor
   24,908     42               15  REMOVED  A Portrait of the Artist as a Young Man
   24,906     67               10  REMOVED  Herbert Marcuse
   24,905     61                8  REMOVED  Nibelungenlied
   24,900    181                4  kept     Flag
   24,894     42                9  REMOVED  Phaistos Disc
   24,887     44                7  REMOVED  Medea (play)
   24,878    139                5  kept     Comics
   24,877     80               11  REMOVED  Caspar David Friedrich
   24,871     84               10  kept     Roman mythology
   24,858     90                9  REMOVED  Gioachino Rossini
   24,852     26                8  kept     Shrek (character)
   24,849     42                7  REMOVED  Lysistrata
   24,844     35                6  kept     Mr. Burns
   24,829    127                6  kept     Trumpet
   24,828     24               14  REMOVED  The Hero with a Thousand Faces
   24,815     70               11  REMOVED  Michelangelo Antonioni
   24,791     22                7  REMOVED  Howl (poem)
   24,772     81               10  kept     Hermitage Museum
   24,764     29                9  kept     Stewie Griffin
   24,746    127                7  kept     Etymology
   24,738     16               14  REMOVED  Tiana (The Princess and the Frog)
   24,731    124                6  kept     Cooking
   24,727     67                8  kept     Rijksmuseum
   24,719     80               11  REMOVED  Christopher Wren
   24,718     44               12  REMOVED  Midnight's Children
   24,717    128                7  kept     Sergei Eisenstein
   24,712     47               10  kept     Pentatonic scale
   24,711     47               11  kept     Cognitive bias
   24,709     44                8  kept     Black tie
   24,700     49                6  REMOVED  Casa Milà
   24,678     18               11  kept     Shipping (fandom)
   24,659     31                8  kept     Tinker Bell
   24,643     55               10  kept     Musical notation
   24,642     42               10  kept     Renaissance humanism
   24,634     33               12  kept     Contra (video game)
   24,613     39                5  REMOVED  Giselle
   24,605     50                6  kept     Legolas
   24,605     33               13  kept     Link (The Legend of Zelda)
   24,594     20               10  kept     RollerCoaster Tycoon
   24,570     31               13  kept     Napoleon Crossing the Alps
   24,560     64                5  kept     Sitar
   24,552     43                8  kept     Apocalypse
   24,541     46               10  REMOVED  Nicomachean Ethics
   24,528     51                9  kept     Impression, Sunrise
   24,505     28                9  REMOVED  November Rain
   24,502     24                7  kept     Take Five
   24,500     47                8  REMOVED  Sarah Vaughan
   24,494     34               12  kept     Absolute pitch
   24,493     67               11  REMOVED  Roland Barthes
   24,480     68                5  REMOVED  Batik
   24,467     33               14  kept     Rhapsody in Blue
   24,451     25               13  kept     Predator (fictional species)
   24,442    120                8  kept     Synagogue
   24,436     42               12  kept     Categorical imperative
   24,405     59               10  kept     Child prodigy
   24,391     57               10  kept     Naruto Uzumaki
   24,386     34                8  REMOVED  Jerry Siegel
   24,354     22               11  kept     Rapunzel (Tangled)
   24,342     46               13  kept     Warcraft III: Reign of Chaos
   24,338     65                7  kept     Libretto
   24,332     44               11  kept     Superhero film
   24,328     89                7  kept     Idealism
   24,326     26                9  REMOVED  Dark Souls III
   24,324     48                7  kept     Death Star
   24,316     31                5  kept     Simba
   24,313     54               11  kept     Symphony No. 5 (Beethoven)
   24,305     44                9  kept     Jazz fusion
   24,289     56                9  kept     Nightclub
   24,267     26               15  REMOVED  Long Day's Journey into Night
   24,234     25                8  kept     Merrie Melodies
   24,226     49                7  kept     The Flash
   24,223     15               16  REMOVED  I Know Why the Caged Bird Sings
   24,219     92                8  REMOVED  Stendhal
   24,210     33               10  kept     Blowin' in the Wind
   24,206    100                8  kept     Cathedral
   24,198     15               12  REMOVED  Kitchen sink realism
   24,195    105               10  kept     Democritus
   24,178     20               14  kept     Aurora (Sleeping Beauty)
   24,170     42                8  kept     Utopia (book)
   24,163     43                7  kept     Wii Sports
   24,138     63               11  REMOVED  John Constable
   24,084     83                8  kept     Ilya Repin
   24,080     25                6  kept     Machinima
   24,060     44                6  REMOVED  Rusalka
