views/60d  langs   ngram  letters  status   title
---------  -----  ------  -------  -------  ----------------------------------------
    3,830     16   0.001        9  kept     Yarn bombing
    3,796     17                9  REMOVED  Asgard (comics)
    3,789     16               11  REMOVED  The Dying Swan
    3,767     20   0.056       13  kept     Arabesque (ballet position)
    3,731     40                9  kept     Trade show
    3,726     20               10  REMOVED  Locking (dance)
    3,681     32   0.000        9  kept     Experience point
    3,651      9   0.042        8  kept     Intermission
    3,640      3   2.127        8  kept     Comedy (drama)
    3,625     24   0.000        7  kept     Wax museum
    3,606     18                8  REMOVED  Artist's book
    3,593     63               13  REMOVED  Synchronised swimming
    3,581     17   2.562        7  kept     Vintage
    3,576     45                8  kept     Collecting
    3,557     11   0.887       14  kept     Wonderland (fictional country)
    3,555     17   0.002        9  kept     Stage lighting
    3,550     19   0.008        8  kept     Sound design
    3,533     25   0.000        8  REMOVED  Textile arts
    3,513     43                4  kept     Easel
    3,484     54                8  REMOVED  Polonaise
    3,474      9   0.000       10  kept     Reaction video
    3,452     11               12  REMOVED  Restoration comedy
    3,435     30   0.125        8  kept     Autograph
    3,430     43                6  kept     Mass (music)
    3,419     12   0.000        8  kept     Fire eating
    3,407      7   0.002        8  kept     Curtain call
    3,407      6               13  REMOVED  David Copperfield (character)
    3,384     30   0.000        5  kept     Latte art
    3,362     18                6  REMOVED  To Autumn
    3,357     21   0.000        5  kept     Pop-up book
    3,331     18   0.004        7  kept     Love song
    3,312      9               13  REMOVED  Kinetic typography
    3,309     32   0.036       11  kept     Music education
    3,292     41                8  REMOVED  Video art
    3,291     15   0.012        8  REMOVED  Lemuel Gulliver
    3,274     34               10  REMOVED  Moscow Art Theatre
    3,253     21                6  REMOVED  Mail art
    3,248     11   6.031       10  kept     Panel (comics)
    3,244      8   0.012        9  kept     Merengue (dance)
    3,231     23                4  REMOVED  Sijo
    3,213     15   0.000       11  kept     Nature documentary
    3,207     11                9  REMOVED  Composition VII
    3,204     14               10  REMOVED  Field recording
    3,191     27   0.000       12  kept     Found footage film
    3,186     26   0.003       12  REMOVED  Sustainable architecture
    3,170     32               12  REMOVED  Health (game terminology)
    3,158     32                5  REMOVED  Renga
    3,151      2               10  REMOVED  Portrait miniature
    3,140     25   6.577       12  kept     Mobile (sculpture)
    3,140      8                5  REMOVED  Sonnet 130
    3,126     39               10  kept     Chess problem
    3,122     37               13  REMOVED  Commemorative plaque
    3,116     23               11  REMOVED  Roman theatre (structure)
    3,094     36  78.437        6  kept     Act (drama)
    3,086     35   0.009        7  kept     Art gallery
    3,082     13   0.001       11  kept     Cake decorating
    3,077     29   0.116        8  kept     Christian art
    3,047     30   0.016       10  kept     Viennese waltz
    3,046     26   0.002        9  kept     Talent show
    3,026     36                8  REMOVED  Drypoint
    3,025     14               11  REMOVED  Establishing shot
    3,024     27   5.981        9  kept     Setting (narrative)
    3,008     21   0.128        7  kept     Close-up
    2,991      4   0.027       10  REMOVED  Hallelujah Chorus
    2,990     26  24.091        9  kept     Convention (meeting)
    2,962     20               10  REMOVED  Minute Waltz
    2,952     36               11  REMOVED  Variation (music)
    2,923      3               11  REMOVED  Artistic symbol
    2,917     18   0.000       12  kept     Card manipulation
    2,912     23   0.016        9  kept     Silversmith
    2,900      5   0.001       11  REMOVED  Marble sculpture
    2,890     34                8  REMOVED  Action painting
    2,886     36                9  REMOVED  Artistic inspiration
    2,875     30   0.095        8  kept     Altarpiece
    2,853     11   0.001        9  kept     Secret identity
    2,790     14   0.204        7  kept     Staircase
    2,735     19   0.002       14  kept     Landscape photography
    2,726     24   0.002       12  kept     Fashion photography
    2,709     35               11  REMOVED  Theophanes the Greek
    2,703     23   0.015        9  kept     Public art
    2,698     26               10  REMOVED  Wood engraving
    2,690     42                8  kept     Palette (painting)
    2,684     30                7  REMOVED  Calligram
    2,670     27                6  REMOVED  Kirigami
    2,669     26   0.001       13  kept     Natural history museum
    2,652     33   0.295        7  kept     Charcoal (art)
    2,608     35   0.003        9  kept     Theatre director
    2,597     17                5  REMOVED  Aside
    2,596     19   0.001        8  kept     Art forgery
    2,595     24                8  REMOVED  Sound art
    2,590     25   0.004       10  kept     Religious art
    2,589      4                9  REMOVED  Magic in fiction
    2,548     24   0.002        7  kept     Fan club
    2,548     14                6  REMOVED  Street style
    2,510      2               13  REMOVED  Graffiti in New York City
    2,501     15                9  REMOVED  Remix culture
    2,488     46                4  kept     Critic
    2,475     22               12  REMOVED  Montagne Sainte-Victoire
    2,471     24               12  REMOVED  Athens in the 5th century BC
    2,422     23               10  REMOVED  Praxinoscope
    2,411     15                6  REMOVED  Khokhloma
    2,400     25   0.016       10  kept     Art exhibition
    2,360      6                9  REMOVED  Navajo weaving
    2,339     15               14  REMOVED  Long-exposure photography
    2,333     12               12  REMOVED  Mesoamerican architecture
    2,316     16                5  REMOVED  Gzhel
    2,303     57               10  kept     Paintbrush
    2,288     32   0.016        7  kept     Book cover
    2,272      5   0.012       11  kept     Costume design
    2,243     14               11  REMOVED  The Divân of Hafez
    2,214     14               11  REMOVED  Leather crafting
    2,197     22   0.001        6  kept     Air guitar
    2,196      7                4  REMOVED  Jaʽfar
    2,163     31                8  REMOVED  Monotyping
    2,134     16               13  REMOVED  Pre-Columbian art
    2,130     16                6  REMOVED  Genre art
    2,124     12   0.000        7  REMOVED  Paper craft
    2,113     30               10  REMOVED  Environmental art
    2,108     10                9  REMOVED  Highland dance
    2,074      3   0.042       10  REMOVED  Levitation (illusion)
    2,041      9               10  REMOVED  Artist collective
    1,962     32   0.014        9  kept     Quickstep
    1,944     31   0.019        7  kept     Church music
    1,932     28   0.104        7  kept     Audition
    1,910      8               17  REMOVED  Artisanal Talavera of Puebla and Tlaxcala
    1,908      8                9  REMOVED  Rubrication
    1,907     27   0.258        6  kept     Rehearsal
    1,905     48                5  REMOVED  Ruba'i
    1,895     11                6  REMOVED  Emblem book
    1,855     19                7  REMOVED  Korean art
    1,852     27   0.004        7  kept     Art criticism
    1,844     10                6  REMOVED  Barre (ballet)
