5326 candidates, 5079 kept

 views/60d  langs  letters  status           title
     15135     48       13  kept             Hyperbolic geometry
     15131     48       12  kept             Field-effect transistor
     15131     95        8  kept             Nucleic acid
     15118     41       11  kept             Null hypothesis
     15114     35        8  kept             Stokes' theorem
     15110     39       11  kept             Depth-first search
     15103     17       12  kept             Three-domain system
     15101     89        8  kept             Direct current
     15100     37       10  kept             Nuclear fallout
     15098     40       10  kept             Beta function
     15093     80       10  kept             Carboxylic acid
     15089    145        5  kept             Angle
     15079     67        6  kept             Gauss's law
     15078     91       12  kept             Molecular biology
     15075     37       13  kept             Gram–Schmidt process
     15071     45       11  kept             Motion capture
     15058     36        9  kept             Chelation
     15057    106        6  kept             Thermometer
     15050     34        9  kept             Galvanization
     15037     71        6  kept             Web server
     15035    111        5  kept             Orbit
     15014     49       11  kept             Relational database
     15013     93       10  kept             Pharmacology
     15011     64        9  kept             Metric space
     15006     34        8  kept             Difference engine
     15006     89        7  kept             Pesticide
     15002     72       12  kept             Electron configuration
     15000     80        7  kept             Canopus
     15000     26       11  kept             Hall effect sensor
     14995     66        6  kept             Attention
     14994     54       11  kept             Propositional logic
     14990     24       12  kept             Grover's algorithm
     14969     32        6  kept             CPU cache
     14969     53       10  kept             Photovoltaics
     14962     68        5  kept             Slope
     14954     53       13  kept             Squaring the circle
     14953     45       10  kept             File Allocation Table
     14939     44        9  kept             Green's theorem
     14920    118        4  kept             Lipid
     14919     29        8  kept             Carlo Rovelli
     14917     19        7  kept             Word2vec
     14913     44        7  kept             Curvature
     14910     52        9  kept             Fuzzy logic
     14907     91       13  kept             Joseph-Louis Lagrange
     14892     42        9  kept             Automata theory
     14891     78        5  kept             Tendon
     14889     22       11  not science      Sturgeon's law
     14862     40        3  kept             Del
     14858     46        9  kept             Power inverter
     14858      5       11  kept             SpaceX Starship (spacecraft)
     14849     75       11  kept             Luis Walter Alvarez
     14836     41       11  kept             Axial precession
     14829     28       14  kept             The Art of Computer Programming
     14827     64        7  kept             Isomorphism
     14823     35        9  kept             Lattice (order)
     14822     58       10  kept             Cosmic inflation
     14816     62       12  kept             Selective breeding
     14812     67       12  kept             Cartesian product
     14812     63        8  kept             Meteor shower
     14802     36       12  kept             Concentrated solar power
     14800     26        6  kept             Lp space
     14795     77       10  kept             Golgi apparatus
     14791     57        5  kept             Schist
     14788     56       11  kept             Map projection
     14787    109        7  kept             Diameter
     14778     55        5  kept             Clutch
     14771     67        4  kept             Axon
     14767     51        8  kept             Eddy current
     14764     65        3  kept             Lux
     14758    125        4  kept             Cave
     14746     27       13  kept             Pseudorandom number generator
     14740     31       11  kept             Spline (mathematics)
     14712     86        5  kept             Platelet
     14696    135       12  kept             Alcohol (chemistry)
     14695     23       11  kept             Simulated annealing
     14672     64        8  kept             Continuous function
     14669     55        9  kept             Optical disc
     14664     32       11  not science      Diminishing returns
     14662     42       15  kept             Garbage collection (computer science)
     14660     62        9  kept             Computer worm
     14657     41       13  kept             Late Heavy Bombardment
     14655     78        6  kept             Retina
     14653     91        9  kept             Terrestrial planet
     14641     55       13  kept             Nuclear magnetic resonance
     14627     25        6  kept             L-system
     14626    127       10  kept             Multiplication
     14624     52       11  kept             Speech recognition
     14613     62        9  kept             Space debris
     14604     49       11  kept             Decision-making
     14598     23       13  kept             Extract, transform, load
     14592     41        6  kept             Airfoil
     14590     45        6  kept             Actuator
     14588     81        9  kept             Alfred Wegener
     14586     52       11  kept             Sexual selection
     14580     63        4  kept             T cell
     14577     53       14  kept             3D computer graphics
     14573     61       11  kept             Thermal radiation
     14535     58       10  kept             Genetic disorder
     14521    121        7  kept             Phonology
     14518     30        7  kept             XOR gate
     14506     94        7  kept             Herbivore
     14505     29       10  kept             Abc conjecture
     14499     43        6  kept             Aperture
     14488     42       13  kept             Hamiltonian (quantum mechanics)
     14484    104        8  kept             Lanthanide
     14475     33        5  kept             Voxel
     14460     45       12  kept             Virgo Supercluster
     14452     79       11  kept             Philosophy of science
     14439     49       14  latin name       Caenorhabditis elegans
     14432     41        5  kept             NoSQL
     14428     76        9  kept             Spiral galaxy
     14427     29       14  kept             Wave function collapse
     14419     25       11  kept             Forgetting curve
     14415     27       10  kept             Fine-tuned universe
     14401     45       10  kept             John Horton Conway
     14400     29       11  kept             Trapezoidal rule
     14398     48        9  kept             Valles Marineris
     14396     90        7  kept             Pentagon
     14393     44        7  kept             Geodesic
     14382     66        7  kept             Megabyte
     14381     61       11  kept             Whirlpool Galaxy
     14379     31       14  kept             High-voltage direct current
     14377     32       14  kept             Loop quantum gravity
     14369     74        6  kept             Nutrition
     14364     55        9  kept             Cardinality
     14359     56       12  kept             Mathematical optimization
     14356     79       10  kept             Chemical engineering
     14354     67       11  kept             Globular cluster
     14349     37        8  kept             Liar paradox
     14345     56       11  kept             Diophantine equation
     14337     90        7  kept             Landslide
     14335     35       10  kept             Colossus computer
     14335     90        9  kept             Refraction
     14312      9       11  kept             Multi-armed bandit
     14308     54       11  kept             Composite material
     14305     44        6  kept             Time series
     14303     76        8  kept             Escalator
     14303     25       10  kept             Movable type
     14285     84       10  kept             Daniel Bernoulli
     14285     55       13  kept             Thermal expansion
     14283     66       11  kept             Random variable
     14275     55        6  kept             Telomere
     14272     38       11  kept             Binary search tree
     14261     29        9  kept             Race condition
     14250     33       11  latin name       Machairodontinae
     14248     40        5  kept             LASIK
     14248     48        8  kept             Robert Noyce
     14236     37        7  kept             Alan Guth
     14207     31       15  kept             Asch conformity experiments
     14206     34       10  kept             Directed graph
     14202     73        8  kept             Hydrolysis
     14198     46       13  kept             Scala (programming language)
     14196     68       10  kept             Bird migration
     14195     83        6  kept             Lepton
     14187     24       13  kept             Markov decision process
     14181     50       13  kept             Ordinary differential equation
     14172    120        4  kept             Vein
     14165     58       10  kept             Capillary action
     14162     89        9  kept             John Bardeen
     14158     51        8  kept             Bubble sort
     14138    105        6  kept             Cell nucleus
     14138     73        7  kept             Glycogen
     14137     29        6  kept             Aliasing
     14137     65        6  kept             Nephron
     14125    124       11  kept             Atomic nucleus
     14120     41       14  kept             Heaviside step function
     14114     38       11  kept             Invertible matrix
     14101     48        9  kept             Abyssal zone
     14101     69       12  kept             Andrey Kolmogorov
     14100     62       10  kept             Phase transition
     14097     69        9  kept             Biometrics
     14090     36       10  kept             Groupthink
     14088     63        8  kept             Emulsion
     14065     75        8  kept             Data structure
     14063     10       13  kept             Exponential backoff
     14057     77        6  kept             Halite
     14044     99        8  kept             Biosphere
     14042     98        8  kept             Percentage
     14041     67        9  kept             Crystal structure
     14041     50        8  kept             W and Z bosons
     14027     46       11  kept             Space colonization
     14019     57        9  kept             Surveying
     13993     99        4  kept             Lens
     13989     46       11  kept             Galois theory
     13984    105        8  kept             Fraction
     13967     45       10  kept             Carbon footprint
     13947     52        9  kept             Carnot cycle
     13920     49       10  kept             Data warehouse
     13919     51       11  kept             Dynamical system
     13914     65        5  kept             Ratio
     13910     26        9  kept             CP violation
     13909     75        5  kept             Meson
     13907     39        6  kept             Solar sail
     13885     44       11  kept             Chromatic aberration
     13884     75        6  kept             Molar mass
     13875     69       15  kept             Developmental psychology
     13866     53        9  kept             Shock wave
     13865     87        7  kept             Nanometre
     13851     47       11  kept             Harmonic oscillator
     13837     41       11  kept             Chirality (chemistry)
     13836     71        8  kept             Heat transfer
     13831     67       12  kept             Graph (discrete mathematics)
     13822     24        8  kept             Spinning jenny
     13818     41       11  kept             Superposition principle
     13803     53       10  kept             Drag (physics)
     13783     36        9  kept             Vernier scale
     13765     50       12  kept             Calculus of variations
     13754     58        8  kept             Paramecium
     13729     45        8  kept             Skin effect
     13724     58       15  kept             Frequency modulation
     13722     83       11  kept             Geothermal energy
     13718     66        7  kept             Data mining
     13716    106       11  kept             Chemical bond
     13710     81       13  kept             Group (periodic table)
     13708     37       11  kept             Koch snowflake
     13704     61        9  kept             Oceanic trench
     13701     44       13  kept             Wheatstone bridge
     13689     34       12  kept             Muscle contraction
     13682     35       13  kept             Cosmos: A Personal Voyage
     13678     37        8  kept             Solar cycle
     13675     68        9  kept             Asthenosphere
     13654     35        9  kept             Hermitian matrix
     13644     28        9  kept             Chicken (game)
     13642     31        9  kept             Crystal oscillator
     13637     85       11  kept             Henry Cavendish
     13621     74        6  kept             Sunspot
     13619     60        8  kept             Unit circle
     13612     48       12  kept             Laplace's equation
     13612     96       10  kept             Weighing scale
     13598     74       11  kept             Desertification
     13595     39       12  kept             Bremsstrahlung
     13582     71       12  kept             Composite number
     13573     15        7  kept             Little's law
     13572     54       12  kept             Cable-stayed bridge
     13563     98        8  kept             Metalloid
     13555     56        7  kept             Text editor
     13551     71        7  kept             Solvent
     13543    133        4  kept             Canal
     13533     35       12  kept             Hohmann transfer orbit
     13512     73        9  kept             Reinforced concrete
     13512     45       11  kept             Triangle inequality
     13485     80        9  kept             Abstract algebra
     13461     35       10  not science      Parkinson's Law
     13453     82        7  kept             Diffusion
     13449     23       16  kept             Carbon dioxide in the atmosphere of Earth
     13448     77       10  kept             Konstantin Tsiolkovsky
     13441     77       12  kept             Antivirus software
     13437     73       11  kept             Centripetal force
     13435     75       10  kept             Public health
     13418     58        9  kept             Brainstem
     13417     80       14  kept             Endoplasmic reticulum
     13390     53        9  kept             Partial derivative
     13388     98        6  kept             Erosion
     13388     57        8  kept             Poisson's ratio
     13378     31        8  kept             Modus ponens
     13369     69       11  kept             Bearing (mechanical)
     13368     29       10  kept             Working memory
     13367     39       11  kept             Significant figures
     13367     59       10  kept             Stoichiometry
     13359     68        5  kept             Ageing
     13352     45        5  kept             Rivet
     13344     58       10  kept             Standing wave
     13339     92       11  kept             Potential energy
     13335     81        3  kept             Ore
     13328     21       11  kept             Hungarian algorithm
     13327     74        6  kept             Octagon
     13322     52       12  kept             Genetic algorithm
     13310     50       13  kept             Chandrasekhar limit
     13300     97        5  kept             Alkane
     13294     64        9  kept             Electron shell
     13279     47       10  kept             Binary search
     13276     66        9  kept             Weathering
     13251     21        8  kept             Steamship
     13250     44        9  kept             Accessibility
     13250     36       10  kept             Dimensional analysis
     13239     56       10  kept             James Gosling
     13226     57        9  kept             Chien-Shiung Wu
     13217     35        8  kept             Gray code
     13197     58        8  kept             Turbulence
     13181     15        8  kept             Mersenne Twister
     13175     69        8  kept             Black body
     13171     62       10  kept             Center of mass
     13171     20       12  kept             Decision tree learning
     13168     38       15  kept             Computational complexity theory
     13138     60       12  kept             Complex analysis
     13137     35        8  kept             Breeder reactor
     13134     56       12  kept             Biomedical engineering
     13130     25        9  kept             Punnett square
     13127     31       12  kept             Injection moulding
     13088     35       12  kept             Phlogiston theory
     13085     38       11  kept             Backus–Naur form
     13082     69       15  kept             Hertzsprung–Russell diagram
     13071    110        7  kept             Blood vessel
     13065     68       12  kept             Mathematical induction
     13052     49        9  kept             Zebrafish
     13044     29       13  kept             Hagen–Poiseuille equation
     13039     62        9  kept             Subduction
     13038     25       12  kept             Gravitational time dilation
     13031     28       13  kept             Just-in-time compilation
     13031     89       11  kept             Router (computing)
     13030     46        6  kept             Siphon
     13024     40        8  kept             Enantiomer
     13022     41        9  kept             Power factor
     13014     46        8  kept             Birefringence
     13009     92        9  kept             Edmond Halley
     13005     42        7  kept             Alternator
     13005     68        9  kept             Law of sines
     13001     61        9  kept             Sidereal time
     13000     39        9  kept             Power outage
     12993     13        9  kept             Shapley value
     12992     27       13  kept             Lotka–Volterra equations
     12963     48        8  kept             Abyssal plain
     12963     36       10  kept             Complex system
     12955     33       10  kept             Moment (mathematics)
     12951     70       10  kept             Planetary nebula
     12943     76       10  kept             Andreas Vesalius
     12943    103        8  kept             Parallelogram
     12935     21        9  kept             Runtime system
     12932     20       12  kept             De Broglie–Bohm theory
     12930     59        9  kept             Crankshaft
     12928     34       11  kept             Paradigm shift
     12926      9       12  kept             Galileo (spacecraft)
     12921     83        9  kept             Murray Gell-Mann
     12918    106        6  kept             Feather
     12917     42       10  kept             Orthogonality
     12904     37        7  kept             Finite field
     12903     44        9  kept             Medical imaging
     12902     59        9  kept             Carbon nanotube
     12889     29        9  kept             Braess's paradox
     12888     61        8  kept             Vapor pressure
     12886     58       14  kept             Fundamental theorem of algebra
     12883     63        7  kept             Cladistics
     12880     60        9  kept             Mode (statistics)
     12854     33        7  kept             Very Large Array
     12853     47        8  kept             Leyden jar
     12840     39        8  kept             Compact space
     12840     51        4  kept             Phonon
     12839     37        8  kept             Safety data sheet
     12826     30       10  kept             Sorites paradox
     12806     44        7  kept             Matter wave
     12796     17       11  kept             Rectified linear unit
     12795     51        8  kept             Zeeman effect
     12792     59       10  kept             Vulcanization
     12786     77       15  kept             Genetically modified organism
     12783     29       11  roundup page     List of particles
     12781     27        8  kept             Nature versus nurture
     12780     61        9  kept             Macrophage
     12778     32        9  kept             NP-completeness
     12778     34       13  kept             Simplex algorithm
     12777     91        4  kept             Egg cell
     12773     22       13  kept             Procedural generation
     12773     40        9  kept             Triboelectric effect
     12771     76       15  kept             Firewall (computing)
     12756     56        9  kept             Electrical grid
     12747     24        8  kept             Plutonium-239
     12733     77        9  kept             Absolute value
     12733     49       12  kept             Water purification
     12728     53        8  kept             Thermistor
     12721     37       11  kept             Fourier analysis
     12718     40        6  kept             Solder
     12716     57        8  kept             Exoskeleton
     12704     74       12  kept             Phylogenetics
     12701     66        8  kept             Genetic code
     12698     70       10  kept             Hydraulics
     12695     25       11  kept             Nyquist frequency
     12678     48        8  kept             Permittivity
     12675     54        7  kept             Lunar mare
     12668     34       12  kept             Series and parallel circuits
     12661     19       11  not science      Hofstadter's law
     12660     57        8  kept             Smartwatch
     12655     83       13  kept             Aqueduct (water supply)
     12655     88        6  kept             Geodesy
     12652     84        9  kept             Image scanner
     12649     32       11  kept             Lebesgue integral
     12644     50       12  kept             Photographic film
     12637     30       13  kept             Boltzmann distribution
     12635     46        8  kept             Quantum state
     12621     42        8  kept             Binary tree
     12617     66        5  kept             Tangent
     12589     80       10  kept             Equilateral triangle
     12584     53       10  kept             Formal language
     12579     38       14  kept             Cantor's diagonal argument
     12577     62       12  kept             Natural philosophy
     12568     31       11  kept             Partially ordered set
     12564     80        4  kept             Farad
     12561     39       13  kept             Schwarzschild metric
     12554     29       13  kept             Design of experiments
     12552     32       15  kept             Public key infrastructure
     12539     77       10  kept             Geocentrism
     12539     47       12  kept             Holomorphic function
     12525     49        8  kept             Phosphorescence
     12515     20        8  kept             Q-learning
     12511     48       11  kept             Imperative programming
     12508     44       18  kept             High-performance liquid chromatography
     12507     29       12  kept             Discrete cosine transform
     12502     39       13  kept             Exponential growth
     12502     85        5  kept             Genome
     12478     56        9  kept             Magnetic moment
     12476     81        9  kept             Kinematics
     12476     41        4  kept             Truss
     12475     32       10  kept             Version control
     12460     17       13  kept             Curry–Howard correspondence
     12455     79       11  kept             Electron microscope
     12446     34        9  kept             Karnaugh map
     12445     53       10  not science      Opportunity cost
     12435     91       14  kept             Jean-Baptiste Lamarck
     12421     28       13  kept             Computer graphics
     12413     87        9  kept             Chloroplast
     12412     70        8  kept             Cell theory
     12412     69        8  kept             Triple point
     12403     50        8  kept             Gravity assist
     12401     37        7  kept             Post-it note
     12397     32        5  kept             Axion
     12383     90        9  kept             Evaporation
     12373     77        3  kept             Allele
     12369     57       11  kept             Fermat's little theorem
     12363     57       10  kept             Gas-turbine engine
     12362     29       10  kept             Group action
     12356    124        8  kept             Rectangle
     12350     30        7  kept             Outlier
     12345     32        8  kept             Ball bearing
     12344     54       10  kept             Hybrid vehicle
     12330     54       11  kept             Elementary charge
     12326     36       10  kept             Supercapacitor
     12321     20        9  kept             Circular buffer
     12311     86        6  kept             Candela
     12303     61       11  kept             Arthur Eddington
     12303     60       10  kept             Perpendicular
     12299     56       12  kept             Ground (electricity)
     12294     25        9  kept             Nanorobotics
     12272     33        8  kept             Centroid
     12272     30        3  kept             Ext4
     12270     32       11  kept             NP (complexity)
     12264     49       11  kept             Industrial engineering
     12264     35        6  kept             Type system
     12258     29        8  kept             Julia set
     12256     52       13  kept             Arithmetic logic unit
     12235     41       12  kept             Continuum hypothesis
     12229     59       11  kept             Orbital eccentricity
     12218     42        9  kept             Rank (linear algebra)
     12214     37       13  kept             Port (computer networking)
     12197     51       10  kept             Nitrogen fixation
     12181     58       10  kept             Raster graphics
     12168     60        6  kept             Fullerene
     12167     60       11  kept             Abelian group
     12160     47        9  kept             Vestigiality
     12156     62       10  kept             Biot–Savart law
     12156     24        6  kept             Delta-v
     12154     69       11  kept             DNA replication
     12151     80       12  kept             Electronegativity
     12148     41       15  kept             Rendering (computer graphics)
     12147    102        8  kept             Heinrich Hertz
     12141     22        8  kept             MapReduce
     12138     43       12  kept             Quantum teleportation
     12136     49        8  kept             Critical mass
     12135     13       10  kept             Atlantic hurricane
     12135     76        9  kept             Electric power
     12128     36       15  kept             Switched-mode power supply
     12126     24        7  kept             AI safety
     12112     99        7  kept             Meteoroid
     12104     49       12  kept             Analog-to-digital converter
     12103     45       11  kept             Harmonic series (mathematics)
     12102     29       12  kept             Stall (fluid dynamics)
     12101     46       12  kept             String (computer science)
     12098     42        9  kept             Refrigeration
     12096     84        6  kept             Aldehyde
     12095     18        8  kept             Memoization
     12094     13       11  kept             Air gap (networking)
     12094     95        5  kept             Pulley
     12093     63       13  kept             Lock (water navigation)
     12092     54        6  kept             Peer review
     12087     31       12  kept             Type Ia supernova
     12076     46       12  kept             Compton scattering
     12074     24        9  kept             Activation function
     12072     59       11  kept             Mutualism (biology)
     12062     41        8  kept             Transpose
     12057     69       11  kept             Bus (computing)
     12049     35       10  kept             Actuarial science
     12041     85        7  kept             Catalysis
     12034     72       10  kept             Wave interference
     12026     43        8  kept             Cramer's rule
     12023     51        9  kept             Bose–Einstein statistics
     12020    108        6  kept             Epidemic
     12018     50        7  kept             Ice giant
     12012     38       13  kept             Public key certificate
     12011     50       12  kept             Client–server model
     11997     56       11  kept             Amplitude modulation
     11995     61       10  kept             Dendrochronology
     11990     51       12  kept             Very Large Telescope
     11989     68        9  kept             Hydrogen bond
     11986     65        9  kept             Arithmetic mean
     11981     58       11  kept             Liquid crystal
     11971     52       13  kept             Behavioral economics
     11958     18       11  kept             Byzantine fault
     11950     19       13  kept             Static program analysis
     11945     39       11  kept             Protein folding
     11941     71        7  kept             Blizzard
     11936     30       10  kept             Hamming code
     11933     52        9  kept             Alonzo Church
     11925     34        7  kept             Damping
     11921     38        7  kept             Checksum
     11921     60        6  kept             Orogeny
     11920     65       10  kept             Fuse (electrical)
     11920     40       12  kept             Static random-access memory
     11918     46       12  kept             Phylogenetic tree
     11906     32       11  kept             Singleton pattern
     11903     59       11  kept             Network switch
     11900     59       10  kept             Mathematical model
     11895     34       11  kept             Monolithic kernel
     11890     64        9  kept             Pragmatics
     11890     67       13  kept             Weather forecasting
     11882     36        7  kept             Brain in a vat
     11866     50       14  kept             Scheme (programming language)
     11844     65       10  kept             Elliptical galaxy
     11828     61       12  kept             Software license
     11825     47        8  kept             Quantum dot
     11822     61       11  kept             Ferromagnetism
     11820     19       10  kept             Ergodic theory
     11813     87        7  kept             Eugene Wigner
     11810     33        7  kept             IBM System/360
     11809     60        7  kept             Zener diode
     11806     52        9  kept             Interpolation
     11801     38        9  kept             Color depth
     11799     21       11  kept             Integer overflow
     11794     24        8  kept             Night vision
     11788     68       11  kept             Communications satellite
     11784     74       10  kept             Chromatography
     11772     82        7  kept             Biofuel
     11767     35       12  kept             Bayesian network
     11761     85       11  kept             Applied mathematics
     11760     19       11  kept             Cognitive load
     11760     33        9  kept             Z3 (computer)
     11759     65        7  kept             Anemometer
     11757     68        5  kept             Subset
     11753     20       10  kept             Technical debt
     11743     82       11  kept             History of science
     11735     64       11  kept             Gravitational lens
     11723     74        8  kept             Metrology
     11720     39        6  kept             NAND gate
     11717     48       13  kept             Differential (mechanical device)
     11707     48        3  kept             Heme
     11707     78       14  kept             Intergovernmental Panel on Climate Change
     11702     35        6  kept             RLC circuit
     11694     41        7  kept             RNA world
     11693     26       10  kept             Tree of life (biology)
     11692     39       12  kept             Sex-determination system
     11656     55       14  kept             Distributed computing
     11655     60        7  kept             Flagellum
     11633     43       10  kept             Euler characteristic
     11632     54        9  kept             Cryogenics
     11630     26        7  kept             Type theory
     11624     61        7  kept             Spyware
     11621     59       11  kept             Radioactive waste
     11618     31       11  kept             Michaelis–Menten kinetics
     11610     18       15  kept             Curse of dimensionality
     11608     52       13  kept             Thermal conduction
     11599     25       12  kept             QR decomposition
     11597     22        9  kept             Jordan normal form
     11586     12       13  kept             Residual neural network
     11581     99       12  kept             Nuclear physics
     11574    124       12  kept             Division (mathematics)
     11574     58       10  kept             Injective function
     11573     66       12  kept             Magnetic flux
     11568     30        7  kept             Unit testing
     11561     55        8  kept             SI base unit
     11548     56       10  kept             Twin paradox
     11545     34       10  kept             Poisson's equation
     11544     69       15  kept             Peripheral nervous system
     11541     26       10  kept             Hilbert curve
     11524     25       10  kept             Residue theorem
     11521     46        9  kept             Saponification
     11503     33       10  kept             Recommender system
     11491     26       13  kept             The Structure of Scientific Revolutions
     11487     51        8  kept             Expert system
     11483     32        9  kept             Microkernel
     11476     59       10  kept             Optical illusion
     11462     40        6  kept             Frame rate
     11457     31       10  kept             Simpson's rule
     11446     34       10  kept             Nernst equation
     11433     39        9  kept             Artificial heart
     11429     24        5  acronym only     SQUID
     11425     19       10  kept             Base rate fallacy
     11418     30        9  kept             Higgs mechanism
     11412     88        7  kept             Organelle
     11402     18        6  kept             Fuzzing
     11398     47        8  kept             Pitch (music)
     11396     93       10  kept             Louis de Broglie
     11392     35        9  kept             Lexical analysis
     11369     16        5  kept             K-d tree
     11341     48        5  kept             Cone cell
     11311     48        5  kept             Maser
     11309     71       13  kept             Angular velocity
     11304     47        8  kept             Acid dissociation constant
     11304     82        9  kept             Series (mathematics)
     11286     51       11  kept             Cardinal number
     11286     30       12  kept             Honeypot (computing)
     11271     40        9  kept             Tree (graph theory)
     11269     40       16  kept             Pumped-storage hydroelectricity
     11264     54       14  kept             Chandra X-ray Observatory
     11257     69       13  kept             Cognitive psychology
     11251     61        8  kept             Precession
     11241     41       12  kept             Module (mathematics)
     11238     31        9  kept             Convex hull
     11229     84       13  kept             Visual perception
     11228    101       12  kept             Mathematical proof
     11228     44        8  kept             Real analysis
     11226     40       10  kept             J. Craig Venter
     11224     41        5  kept             Altair 8800
     11217     72        8  kept             Impact crater
     11214    112        3  kept             Dew
     11213    108       10  kept             Alkaline earth metal
     11198     31       12  kept             Eight queens puzzle
     11191     59       10  kept             Impulse (physics)
     11191     24        9  kept             Reward system
     11176     42       11  kept             Electroweak interaction
     11176     54        7  kept             Thyristor
     11168     74       10  kept             Steven Weinberg
     11164     59       14  kept             Condensed matter physics
     11154     43        9  kept             Transducer
     11152     26       10  kept             Word embedding
     11148     29        9  kept             Symbiogenesis
     11135     40        7  kept             Insertion sort
     11134     48        8  kept             Truth table
     11133     35       10  kept             Thermography
     11130     42        6  kept             Myelin
     11128     14        9  kept             Watt steam engine
     11128     31        9  kept             Z-transform
     11120     77        7  kept             Turbine
     11114     21        9  kept             Poisson point process
     11114     21       13  kept             Regression toward the mean
     11111     26        9  kept             Surreal number
     11106     15       13  kept             Bias–variance tradeoff
     11106     17       12  kept             Electrical resistance and conductance
     11088     25       10  kept             Image file format
     11087     51       12  kept             Human–computer interaction
     11085     49       10  kept             Supersonic speed
     11068     40       14  kept             Thread (computing)
     11064     61        8  kept             Fred Hoyle
     11062     78       10  kept             Celestial sphere
     11056     74        6  kept             Empty set
     11053     50        9  kept             Bathyscaphe
     11052     47       11  kept             Magnetic monopole
     11049     37        7  kept             Mirror neuron
     11041     66       11  kept             Marine biology
     11037     51       12  kept             Barred spiral galaxy
     11028     72        7  kept             Convection
     11025     77        8  kept             Space probe
     11017     64       10  kept             Silicate mineral
     11017     40       11  kept             Two-body problem
     10999     52        6  kept             Prototype
     10994     75        9  kept             Connective tissue
     10991     55       11  kept             Stack (abstract data type)
     10988    121        8  kept             Digestion
     10985     74       12  kept             Least common multiple
     10972     42       14  kept             Einstein–Podolsky–Rosen paradox
     10968     39        7  kept             Parsing
     10955     33        8  kept             Cardiac cycle
     10939     47        9  kept             Electric locomotive
     10937     29       13  kept             Sound recording and reproduction
     10925     52        8  kept             Hygrometer
     10915     50       10  kept             Scientific American
     10911     23        9  kept             Autoencoder
     10897     56       13  kept             Parallel computing
     10890     29       13  kept             Fiber-optic communication
     10886     63        8  kept             Cosmic dust
     10873     40        8  kept             Heartbleed
     10872    105        5  kept             Artery
     10869     43       13  kept             Fermi National Accelerator Laboratory
     10869     33       10  kept             Statistical significance
     10863     26       10  kept             Mie scattering
     10863     47        7  kept             Pseudocode
     10855     41        9  kept             Rankine cycle
     10852     87        5  kept             Otto Hahn
     10850     43        9  kept             Henry's law
     10849     15       11  kept             Protocol Buffers
     10842     58       11  kept             Software bug
     10838     48        8  kept             Amplifier
     10837     60       10  kept             Oxidizing agent
     10837     57       15  kept             Permeability (electromagnetism)
     10822     28       11  kept             Queueing theory
     10813     32       10  kept             Regenerative braking
     10812     55        9  kept             Diamagnetism
     10810     45        8  kept             Linked list
     10788     24        8  kept             Microservices
     10779     70       13  kept             Arithmetic progression
     10777     24       12  kept             Fabry–Pérot interferometer
     10772     33        8  kept             Menger sponge
     10762     50       11  kept             Reductionism
     10761     37        7  kept             Detritivore
     10759     34        9  kept             Founder effect
     10751     89        5  kept             Tunnel
     10749    113        9  kept             Microbiology
     10747     87        8  kept             Experiment
     10744     38       11  kept             Semaphore (programming)
     10722     51        8  kept             Linear map
     10716     55        7  kept             Lenz's law
     10710     30       14  kept             Cavendish experiment
     10698     65        9  kept             Light pollution
     10698     49        8  kept             Magnetometer
     10696     27        9  kept             Arrow of time
     10692     20       10  kept             Symbolic link
     10675     60       13  kept             Carl Gustav Jacob Jacobi
     10673     28        6  kept             Shader
     10667     65       10  kept             Mid-ocean ridge
     10664    111       11  kept             Printer (computing)
     10663     49       11  kept             Signal processing
     10647     40        6  kept             Shear stress
     10636     46        7  kept             Phase (waves)
     10631     51       12  kept             Data Encryption Standard
     10629    169        3  kept             Area
     10627     27        5  kept             Attractor
     10627     50        6  kept             OSIRIS-REx
     10625     71       12  kept             Conservation of mass
     10620     21       11  kept             User experience design
     10608     76        8  kept             Food chain
     10608     44       12  kept             Supervised learning
     10606     45       11  kept             Electroplating
     10604     70       10  kept             Prism (geometry)
     10595     25        7  kept             Kerr metric
     10595     33       11  kept             Orthogonal matrix
     10592    104        8  kept             Cylinder
     10590     34        7  kept             Clojure
     10585    125        9  kept             Earth science
     10581     32       10  kept             Proton decay
     10575     46       13  kept             Shell (computing)
     10572     33        6  kept             AVL tree
     10553      8       11  kept             Continued fraction
     10553     25        7  kept             Xerox Alto
     10551     33        8  kept             Judea Pearl
     10550     45        8  kept             Banach space
     10547     60        9  kept             Ring Nebula
     10536     24       11  kept             Shortest path problem
     10527     26       13  kept             Wearable technology
     10525    100        7  kept             Nonmetal
     10521     21       10  kept             Glider (aircraft)
     10520     37        8  kept             Cantor set
     10519     46       10  kept             Fermi–Dirac statistics
     10518     37        6  kept             Breadboard
